     channel     |              id              |       sales        |      returns_      |       profit        
-----------------+------------------------------+--------------------+--------------------+---------------------
                 |                              | 1274648247.0499992 | 63416660.720000006 | -368898384.64000005
 catalog channel |                              | 440613611.88999903 | 22516470.549999975 |  -57050644.26999998
 catalog channel | catalog_pageAAAAAAAAAAACAAAA |          282020.02 |           20291.53 |   4442.909999999995
 catalog channel | catalog_pageAAAAAAAAAABCAAAA |          377782.19 |           25237.83 |  -7462.920000000004
 catalog channel | catalog_pageAAAAAAAAAAMBAAAA |  628994.3800000001 |           39254.15 |  -76724.78000000001
 catalog channel | catalog_pageAAAAAAAAABACAAAA |          179982.75 |            3931.92 | -47579.920000000006
 catalog channel | catalog_pageAAAAAAAAABMBAAAA |  618374.6199999999 | 25874.470000000005 |  -23738.46999999999
 catalog channel | catalog_pageAAAAAAAAACACAAAA | 254336.06999999995 |            8810.26 |           -82236.93
 catalog channel | catalog_pageAAAAAAAAACMBAAAA |  636894.2199999999 |           25106.44 | -13665.129999999988
 catalog channel | catalog_pageAAAAAAAAADACAAAA | 296111.63000000006 |           25569.23 | -60596.279999999984
 catalog channel | catalog_pageAAAAAAAAADLBAAAA |         1281114.85 |  67875.17000000001 |          -126624.95
 catalog channel | catalog_pageAAAAAAAAADMBAAAA |  535961.9299999999 | 20813.649999999998 | -132961.09000000005
 catalog channel | catalog_pageAAAAAAAAAEACAAAA | 202502.10000000003 |           13029.36 |  -44987.52999999999
 catalog channel | catalog_pageAAAAAAAAAELBAAAA | 1219205.4400000002 | 56519.399999999994 |          -134304.89
 catalog channel | catalog_pageAAAAAAAAAEMBAAAA |  650693.2400000001 |            21286.8 |  -8957.330000000002
 catalog channel | catalog_pageAAAAAAAAAFACAAAA |  371900.4600000001 |           15123.97 |           -59935.41
 catalog channel | catalog_pageAAAAAAAAAFLBAAAA | 1179384.7999999998 |           73235.36 | -157978.09999999998
 catalog channel | catalog_pageAAAAAAAAAFMBAAAA |  615957.1700000002 |           38951.29 |            -51282.8
 catalog channel | catalog_pageAAAAAAAAAGACAAAA |          373174.74 |            9626.81 |  -28706.70000000001
 catalog channel | catalog_pageAAAAAAAAAGLBAAAA | 1304721.7200000004 |           54117.94 |  -87096.88000000002
