     channel     |              id              |       sales        |      returns_      |       profit        
-----------------+------------------------------+--------------------+--------------------+---------------------
                 |                              |     11381624642.94 |  306342963.0299997 |  -3145151806.459998
 catalog channel |                              |  3923782918.290004 |  94420902.74999978 |  -449180228.4399997
 catalog channel | catalog_pageAAAAAAAAAAABAAAA |                  0 |           10334.66 | -6439.0199999999995
 catalog channel | catalog_pageAAAAAAAAAAACAAAA |   4878209.62000001 |            5120.04 |  -458336.4000000001
 catalog channel | catalog_pageAAAAAAAAAABCAAAA |  298815.7200000001 |                  0 | -3536.9400000000023
 catalog channel | catalog_pageAAAAAAAAAAFBAAAA |                  0 |              853.2 |             -178.66
 catalog channel | catalog_pageAAAAAAAAAAGBAAAA |                  0 |            6957.86 |            -5926.58
 catalog channel | catalog_pageAAAAAAAAAALBAAAA |                  0 | 269302.12000000017 | -141520.91999999993
 catalog channel | catalog_pageAAAAAAAAAAMBAAAA |  5353446.360000006 | 31680.740000000005 |  -553242.2700000006
 catalog channel | catalog_pageAAAAAAAAAANBAAAA |                  0 |           35119.06 | -19726.689999999995
 catalog channel | catalog_pageAAAAAAAAAAOAAAAA |                  0 | 30833.199999999997 |           -17004.19
 catalog channel | catalog_pageAAAAAAAAAAOBAAAA |                  0 | 30732.069999999992 | -26241.030000000002
 catalog channel | catalog_pageAAAAAAAAAAPBAAAA |                  0 |           11269.07 |            -6028.77
 catalog channel | catalog_pageAAAAAAAAABABAAAA |                  0 | 12918.880000000001 |            -7558.29
 catalog channel | catalog_pageAAAAAAAAABACAAAA |  4541187.720000002 |           10548.19 |  -665614.7300000007
 catalog channel | catalog_pageAAAAAAAAABFBAAAA |                  0 |            18757.8 |             -657.64
 catalog channel | catalog_pageAAAAAAAAABLBAAAA |                  0 |          298405.67 |          -172739.16
 catalog channel | catalog_pageAAAAAAAAABMBAAAA |  5088055.320000012 | 53287.140000000014 |          -537746.51
 catalog channel | catalog_pageAAAAAAAAABNBAAAA |                  0 | 15109.170000000002 |  -6587.759999999999
 catalog channel | catalog_pageAAAAAAAAABOAAAAA |                  0 |            4354.35 | -4009.5299999999997
 catalog channel | catalog_pageAAAAAAAAABOBAAAA |                  0 |            2357.96 |            -4038.36
 catalog channel | catalog_pageAAAAAAAAABPBAAAA |                  0 | 8147.4000000000015 |            -1730.27
 catalog channel | catalog_pageAAAAAAAAACABAAAA |                  0 |  7357.590000000001 |            -3216.63
 catalog channel | catalog_pageAAAAAAAAACACAAAA |  4765635.850000002 | 11624.249999999998 |  -596649.7200000004
 catalog channel | catalog_pageAAAAAAAAACLBAAAA |                  0 | 234519.42000000025 |           -135544.8
 catalog channel | catalog_pageAAAAAAAAACMBAAAA |  5224312.579999999 |           21655.95 |  -651192.2999999988
 catalog channel | catalog_pageAAAAAAAAACNBAAAA |                  0 |               7117 |            -6668.75
 catalog channel | catalog_pageAAAAAAAAACOAAAAA |                  0 |           19854.07 |           -11664.24
 catalog channel | catalog_pageAAAAAAAAACOBAAAA |                  0 |  9994.630000000001 |  -6905.900000000001
 catalog channel | catalog_pageAAAAAAAAACPBAAAA |                  0 |            8358.76 |            -6611.98
 catalog channel | catalog_pageAAAAAAAAADACAAAA |   5077803.53000001 |  5364.410000000002 |          -448009.18
 catalog channel | catalog_pageAAAAAAAAADLBAAAA | 10831564.840000004 |  78288.28000000003 |  -988477.5699999984
 catalog channel | catalog_pageAAAAAAAAADMBAAAA |  5454701.789999988 |           66774.18 |  -345261.4800000005
 catalog channel | catalog_pageAAAAAAAAADNBAAAA |                  0 | 20736.679999999993 |           -15706.64
 catalog channel | catalog_pageAAAAAAAAADOAAAAA |                  0 | 16276.439999999999 |           -10222.26
 catalog channel | catalog_pageAAAAAAAAADOBAAAA |                  0 |           19542.68 |           -14697.36
 catalog channel | catalog_pageAAAAAAAAADPBAAAA |                  0 |            8197.75 |            -4407.67
 catalog channel | catalog_pageAAAAAAAAAEACAAAA |  4699069.900000007 |             238.92 |          -479664.41
 catalog channel | catalog_pageAAAAAAAAAELBAAAA | 10467773.780000007 |  70193.07999999999 |         -1155783.06
 catalog channel | catalog_pageAAAAAAAAAEMBAAAA |  5222899.029999997 |           34292.73 |  -512844.4699999996
 catalog channel | catalog_pageAAAAAAAAAENBAAAA |                  0 | 14280.279999999999 |            -7013.93
 catalog channel | catalog_pageAAAAAAAAAEOAAAAA |                  0 | 15505.510000000002 |  -8764.609999999999
 catalog channel | catalog_pageAAAAAAAAAEOBAAAA |                  0 |            22978.8 |  -9703.239999999998
 catalog channel | catalog_pageAAAAAAAAAEPBAAAA |                  0 |            9988.75 | -6302.4400000000005
 catalog channel | catalog_pageAAAAAAAAAFACAAAA |  4993230.609999994 |             172.53 |  -660473.1600000014
 catalog channel | catalog_pageAAAAAAAAAFFBAAAA |                  0 |           15524.89 |  -7781.730000000001
 catalog channel | catalog_pageAAAAAAAAAFLBAAAA | 10505803.579999948 |  92440.01000000002 | -1137376.0399999963
 catalog channel | catalog_pageAAAAAAAAAFMBAAAA |   5213275.93000001 |           45576.62 | -482899.95999999985
 catalog channel | catalog_pageAAAAAAAAAFNBAAAA |                  0 |           22531.49 | -12429.800000000001
 catalog channel | catalog_pageAAAAAAAAAFOAAAAA |                  0 | 21541.810000000005 | -11959.869999999999
 catalog channel | catalog_pageAAAAAAAAAFOBAAAA |                  0 |           17843.97 | -11827.100000000002
 catalog channel | catalog_pageAAAAAAAAAFPBAAAA |                  0 |            9207.78 |  -4999.259999999999
 catalog channel | catalog_pageAAAAAAAAAGACAAAA |  402821.5799999997 |                  0 |           -17316.53
 catalog channel | catalog_pageAAAAAAAAAGFBAAAA |                  0 |  5219.700000000001 |            -1558.32
