call_center,76030.35918879509,47.278077125549316
catalog_page,74924.36204910278,44.34189796447754
catalog_returns,67921.15581774712,38.72016525268555
catalog_sales,41953.21614289284,20.847224235534668
customer,59651.61138486862,37.17432880401611
customer_address,69463.57122588158,38.68093013763428
customer_demographics,70960.61371660233,41.49397087097168
date_dim,36232.06097507477,5.639976501464844
household_demographics,72636.72588968277,42.91015148162842
income_band,74705.12358760834,46.489112854003906
inventory,76013.09014821053,47.6750373840332
item,50436.894189596176,18.611001014709473
promotion,73211.00954914093,43.05695629119873
reason,75127.69852733612,46.15474319458008
ship_mode,76034.39385271072,47.48194980621338
store,57508.935609817505,27.343952178955078
store_returns,64262.67589592934,37.132338523864746
store_sales,20753.00505924225,4.217377662658691
time_dim,75540.23597955704,46.13633346557617
warehouse,75859.94691991806,47.167359352111816
web_page,75830.03254127502,46.34025478363037
web_returns,69432.6632976532,40.36167049407959
web_sales,50419.30686545372,23.87940788269043
web_site,74396.0437836647,44.067341804504395
call_center,76030.35918879509,47.278077125549316
catalog_page,74924.36204910278,44.34189796447754
catalog_returns,67921.15581774712,38.72016525268555
catalog_sales,41953.21614289284,20.847224235534668
customer,59651.61138486862,37.17432880401611
customer_address,69463.57122588158,38.68093013763428
customer_demographics,70960.61371660233,41.49397087097168
date_dim,36232.06097507477,5.639976501464844
household_demographics,72636.72588968277,42.91015148162842
income_band,74705.12358760834,46.489112854003906
inventory,76013.09014821053,47.6750373840332
item,50436.894189596176,18.611001014709473
promotion,73211.00954914093,43.05695629119873
reason,75127.69852733612,46.15474319458008
ship_mode,76034.39385271072,47.48194980621338
store,57508.935609817505,27.343952178955078
store_returns,64262.67589592934,37.132338523864746
store_sales,20753.00505924225,4.217377662658691
time_dim,75540.23597955704,46.13633346557617
warehouse,75859.94691991806,47.167359352111816
web_page,75830.03254127502,46.34025478363037
web_returns,69432.6632976532,40.36167049407959
web_sales,50419.30686545372,23.87940788269043
web_site,74396.0437836647,44.067341804504395
call_center,76030.35918879509,47.278077125549316
catalog_page,74924.36204910278,44.34189796447754
catalog_returns,67921.15581774712,38.72016525268555
catalog_sales,41953.21614289284,20.847224235534668
customer,59651.61138486862,37.17432880401611
customer_address,69463.57122588158,38.68093013763428
customer_demographics,70960.61371660233,41.49397087097168
date_dim,36232.06097507477,5.639976501464844
household_demographics,72636.72588968277,42.91015148162842
income_band,74705.12358760834,46.489112854003906
inventory,76013.09014821053,47.6750373840332
item,50436.894189596176,18.611001014709473
promotion,73211.00954914093,43.05695629119873
reason,75127.69852733612,46.15474319458008
ship_mode,76034.39385271072,47.48194980621338
store,57508.935609817505,27.343952178955078
store_returns,64262.67589592934,37.132338523864746
store_sales,20753.00505924225,4.217377662658691
time_dim,75540.23597955704,46.13633346557617
warehouse,75859.94691991806,47.167359352111816
web_page,75830.03254127502,46.34025478363037
web_returns,69432.6632976532,40.36167049407959
web_sales,50419.30686545372,23.87940788269043
web_site,74396.0437836647,44.067341804504395
